coachType,departure,destination,dptStation,arrStation,dptDateTime,dptTime,ticketLeft
大中一级,嘉兴,铜陵,嘉兴北站,铜陵,30:00.0,8:30,45
大中二级,嘉兴,铜陵,嘉兴北站,铜陵,45:00.0,12:45,45
中普通级,嘉兴,池州,嘉兴北站,池州,55:00.0,8:55,28
大中一级,嘉兴,安庆,嘉兴北站,安庆,10:00.0,6:10,46
中中一级,嘉兴,宣城,嘉兴北站,宣城,25:00.0,6:25,26
大中一级,嘉兴,宣城,嘉兴客运中心,宣城,40:00.0,6:40,37
大中一级,嘉兴,宣城,嘉兴北站,宣城,10:00.0,7:10,37
大中二级,嘉兴,宣城,嘉兴客运中心,宣城,15:00.0,7:15,36
大中二级,嘉兴,宣城,嘉兴北站,宣城,45:00.0,7:45,36
大中一级,嘉兴,宣城,嘉兴北站,宣城,30:00.0,8:30,45
中中一级,嘉兴,宣城,嘉兴北站,宣城,25:00.0,12:25,37
大中二级,嘉兴,宣城,嘉兴北站,宣城,45:00.0,12:45,45
大高一级,嘉兴,宣城,嘉兴北站,宣城,40:00.0,13:40,34
大高二,金华,上海,金华汽车西站,上海,35:00.0,8:35,14
大高二,金华,上海,金华汽车西站,上海,20:00.0,15:20,17
大高一,金华,南京,金华汽车西站,南京,00:00.0,11:00,53
大高一,金华,无锡,金华汽车西站,无锡,35:00.0,8:35,7
大高二,金华,无锡,金华汽车西站,无锡,30:00.0,9:30,38
大高一,金华,苏州,金华汽车西站,苏州,35:00.0,8:35,7
大高二,金华,苏州,金华汽车西站,苏州,30:00.0,9:30,38
卧高一,金华,苏州,金华汽车西站,苏州,10:00.0,12:10,31
大高一,金华,苏州,金华汽车西站,苏州,50:00.0,14:50,14
卧高一,金华,南通,金华汽车西站,南通,10:00.0,12:10,31
大高一,金华,淮安,金华汽车西站,淮安,00:00.0,6:00,47
大高二,金华,盐城,金华汽车西站,盐城,30:00.0,9:30,38
中高一,金华,杭州,金华汽车西站,杭州,30:00.0,9:30,15
大高二,金华,杭州,金华汽车西站,杭州,00:00.0,15:00,28
大高二,金华,宁波,金华汽车西站,宁波,00:00.0,7:00,37
大高二,金华,宁波,金华汽车西站,宁波,00:00.0,8:00,32
大高二,金华,宁波,金华汽车西站,宁波,00:00.0,9:00,34
大高二,金华,宁波,金华汽车西站,宁波,30:00.0,10:30,34
大高二,金华,宁波,金华汽车西站,宁波,30:00.0,11:30,31
大高二,金华,宁波,金华汽车西站,宁波,00:00.0,13:00,30
大高二,金华,宁波,金华汽车西站,宁波,00:00.0,14:00,31
大高二,金华,宁波,金华汽车西站,宁波,00:00.0,15:00,34
大高二,金华,宁波,金华汽车西站,宁波,20:00.0,16:20,37
大高二,金华,宁波,金华汽车西站,宁波,20:00.0,17:20,36
大高三,金华,温州,金华汽车西站,温州,15:00.0,9:15,10
大高三,金华,温州,金华汽车西站,温州,10:00.0,14:10,18
中高二,金华,温州,金华汽车西站,温州,20:00.0,16:20,28
大高二,金华,绍兴,金华汽车西站,绍兴,50:00.0,8:50,36
大高二,金华,绍兴,金华汽车西站,绍兴,30:00.0,11:30,37
大高二,金华,绍兴,金华汽车西站,绍兴,10:00.0,14:10,30
大高二,金华,绍兴,金华汽车西站,绍兴,50:00.0,16:50,36
大高一,金华,嘉兴,金华汽车西站,嘉兴,35:00.0,8:35,7
卧高一,金华,嘉兴,金华汽车西站,嘉兴,10:00.0,12:10,31
大高一,金华,嘉兴,金华汽车西站,嘉兴,50:00.0,14:50,14
中高一,金华,衢州,金华汽车西站,衢州,10:00.0,7:10,28
中高一,金华,衢州,金华汽车西站,衢州,25:00.0,8:25,17
中高一,金华,衢州,金华汽车西站,衢州,25:00.0,10:25,19
中高一,金华,衢州,金华汽车西站,衢州,30:00.0,13:30,18
中高一,金华,衢州,金华汽车西站,衢州,30:00.0,15:30,19
大高一,金华,丽水,金华汽车西站,丽水,35:00.0,7:35,37
大高二,金华,丽水,金华汽车西站,丽水,00:00.0,9:00,34
大高一,金华,丽水,金华汽车西站,丽水,50:00.0,12:50,37
大高一,金华,丽水,金华汽车西站,丽水,20:00.0,14:20,31
大客高一,金华,池州,金华汽车南站,池州,40:00.0,11:40,14
大客高一,金华,安庆,金华汽车南站,安庆,40:00.0,11:40,14
大客高一,金华,宣城,金华汽车南站,宣城,40:00.0,11:40,14
大高一,衢州,无锡,衢州长途客运中心,无锡,30:00.0,10:30,37
大高一,衢州,无锡,衢江东站,无锡,30:00.0,10:30,37
大高一,衢州,常州,衢州长途客运中心,常州,30:00.0,10:30,37
大高一,衢州,常州,衢江东站,常州,30:00.0,10:30,37
中高一,衢州,苏州,衢州长途客运中心,苏州,35:00.0,9:35,36
中高一,衢州,苏州,衢江东站,苏州,35:00.0,9:35,37
高二级1,衢州,杭州,衢州长途客运中心,杭州西,00:00.0,7:00,33
高二级1,衢州,杭州,衢江东站,杭州西,00:00.0,7:00,38
高二级1,衢州,杭州,衢州长途客运中心,杭州西,00:00.0,9:00,37
高二级1,衢州,杭州,衢江东站,杭州西,00:00.0,9:00,38
高二级1,衢州,杭州,衢州长途客运中心,杭州西,00:00.0,11:00,38
高二级1,衢州,杭州,衢州长途客运中心,杭州西,00:00.0,13:00,34
高二级1,衢州,杭州,衢州长途客运中心,杭州西,04:00.0,14:04,37
高二级1,衢州,杭州,衢州长途客运中心,杭州西,00:00.0,15:00,31
高二级1,衢州,杭州,衢江东站,杭州西,00:00.0,15:00,33
高二级1,衢州,杭州,衢州长途客运中心,杭州西,00:00.0,18:00,36
高二级3,衢州,杭州,衢州长途客运中心,杭州南,30:00.0,8:30,0
高二级3,衢州,杭州,衢州长途客运中心,杭州中心站,30:00.0,8:30,0
高二级1,衢州,杭州,衢江东站,杭州西,30:00.0,9:30,0
大高一,衢州,宁波,衢州长途客运中心,宁波.,50:00.0,7:50,36
大高一,衢州,宁波,衢江东站,宁波.,50:00.0,7:50,39
大高一,衢州,宁波,衢州长途客运中心,宁波.,20:00.0,9:20,15
大高一,衢州,宁波,衢江东站,宁波.,20:00.0,9:20,18
大高一,衢州,宁波,衢州长途客运中心,宁波.,20:00.0,11:20,16
大高一,衢州,宁波,衢江东站,宁波.,20:00.0,11:20,18
大高一,衢州,宁波,衢州长途客运中心,宁波.,50:00.0,12:50,14
大高一,衢州,宁波,衢江东站,宁波.,50:00.0,12:50,18
大高一,衢州,宁波,衢州长途客运中心,宁波.,05:00.0,14:05,12
大高一,衢州,宁波,衢江东站,宁波.,05:00.0,14:05,13
大高一,衢州,宁波,衢州长途客运中心,宁波.,50:00.0,15:50,28
大高一,衢州,宁波,衢江东站,宁波.,50:00.0,15:50,33
大高二,衢州,温州,衢州长途客运中心,温州快客,15:00.0,8:15,17
大高二,衢州,温州,衢江东站,温州快客,15:00.0,8:15,18
大高二级,衢州,温州,衢州长途客运中心,温州,20:00.0,9:20,35
大高二级,衢州,温州,衢江东站,温州,20:00.0,9:20,35
大高二,衢州,温州,衢州长途客运中心,温州快客,58:00.0,12:58,17
大高二,衢州,温州,衢江东站,温州快客,58:00.0,12:58,19
大高二级,衢州,温州,衢州长途客运中心,温州,20:00.0,13:20,33
大高二级,衢州,温州,衢江东站,温州,20:00.0,13:20,33
大高二,衢州,温州,衢州长途客运中心,温州快客,10:00.0,14:10,6
大高二,衢州,温州,衢江东站,温州快客,10:00.0,14:10,6
大高一级7,衢州,绍兴,衢州长途客运中心,绍兴,20:00.0,9:20,15
大高一级7,衢州,绍兴,衢州长途客运中心,绍兴,20:00.0,14:20,19
大高一级7,衢州,绍兴,衢江东站,绍兴,20:00.0,14:20,20
中高一2,衢州,湖州,衢州长途客运中心,湖州,20:00.0,9:20,18
中高一2,衢州,湖州,衢江东站,湖州,20:00.0,9:20,18
大高一,衢州,湖州,衢州长途客运中心,湖州,30:00.0,10:30,37
大高一,衢州,湖州,衢江东站,湖州,30:00.0,10:30,37
中高一,衢州,嘉兴,衢州长途客运中心,嘉兴,35:00.0,9:35,36
中高一,衢州,嘉兴,衢江东站,嘉兴,35:00.0,9:35,37
大高一级,衢州,金华,衢州长途客运中心,金华,05:00.0,7:05,36
大高一级,衢州,金华,衢江东站,金华,05:00.0,7:05,36
中高一,衢州,金华,衢州长途客运中心,金华快,25:00.0,8:25,19
中高一,衢州,金华,衢江东站,金华快,25:00.0,8:25,19
大高一级,衢州,金华,衢州长途客运中心,金华,38:00.0,8:38,37
大高一级,衢州,金华,衢江东站,金华,38:00.0,8:38,38
大高二级2,衢州,金华,衢州长途客运中心,金华快,25:00.0,10:25,17
大高二级2,衢州,金华,衢江东站,金华快,25:00.0,10:25,17
大高二级2,衢州,金华,衢州长途客运中心,金华,20:00.0,12:20,45
大高二级2,衢州,金华,衢江东站,金华,20:00.0,12:20,45
中高一,衢州,金华,衢州长途客运中心,金华快,30:00.0,13:30,19
中高一,衢州,金华,衢江东站,金华快,30:00.0,13:30,19
大高二级2,衢州,金华,衢州长途客运中心,金华快,30:00.0,15:30,18
大高二级2,衢州,金华,衢江东站,金华快,30:00.0,15:30,18
大高一级,衢州,金华,衢江东站,金华,58:00.0,12:58,0
中中二级,衢州,丽水,衢州长途客运中心,丽水,55:00.0,8:55,17
中中二级,衢州,丽水,衢江东站,丽水,55:00.0,8:55,17
大高二级,衢州,丽水,衢江东站,丽水,20:00.0,9:20,35
大高二级,衢州,丽水,衢州长途客运中心,丽水,20:00.0,13:20,0
